application_id,customer_id,application_date,channel,customer_segment,age_group,employment_status,annual_income,monthly_expenses,existing_loans,requested_amount,loan_term_months,debt_to_income_ratio,credit_history_length,previous_defaults,documents_complete,verification_errors,manual_review,processing_time_hours,decision,decision_reason,application_status,annual_income_imputed
APP-002080,CUST-002080,2026-03-27,broker,retail_mass,46-55,employed,69328.94,3263.9,4,64212.58,84,0.313,7.8,0,True,0,False,20.9,approved,clean credit history,completed,False
APP-007928,CUST-007928,2026-05-23,branch,retail_mass,46-55,self_employed,41571.25,1349.22,0,41021.87,60,0.212,1.0,1,True,0,False,19.1,approved,acceptable debt-to-income ratio,completed,False
APP-013853,CUST-013853,2025-05-21,mobile_app,retail_mass,36-45,employed,39058.15,1906.36,0,44684.08,60,0.258,16.5,0,True,1,False,30.4,approved,acceptable debt-to-income ratio,completed,False
APP-017407,CUST-017407,2025-07-05,online,retail_mass,36-45,employed,36608.62,1122.58,1,17314.69,60,0.207,7.8,1,False,3,True,117.0,approved,clean credit history,completed,False
APP-007933,CUST-007933,2025-09-28,phone,retail_mass,26-35,employed,26219.67,881.54,1,24332.92,84,0.24,3.9,0,True,0,False,20.8,approved,acceptable debt-to-income ratio,completed,False
APP-016331,CUST-016331,2026-01-01,broker,self_employed,56-65,self_employed,28489.89,1766.67,0,23452.37,84,0.288,27.4,0,True,0,False,17.4,approved,clean credit history,completed,False
APP-012177,CUST-012177,2025-07-08,online,retail_mass,56-65,employed,46326.19,2351.64,1,16454.54,24,0.271,13.0,0,True,0,False,14.3,rejected,income insufficient relative to requested amount,completed,False
APP-009316,CUST-009316,2026-06-26,mobile_app,retail_affluent,56-65,employed,51959.22,2002.06,1,53405.67,48,0.255,34.6,0,True,1,False,37.7,approved,acceptable debt-to-income ratio,completed,False
APP-016253,CUST-016253,2025-08-16,mobile_app,retail_mass,36-45,self_employed,67285.94,1976.9,1,29509.7,48,0.156,13.5,0,True,0,False,16.2,approved,stable income relative to requested amount,completed,False
APP-002645,CUST-002645,2025-01-01,broker,small_business,36-45,self_employed,33806.71,1129.67,1,92297.38,84,0.207,18.1,0,False,2,False,52.4,rejected,incomplete documentation,completed,False
APP-017366,CUST-017366,2025-06-16,broker,retail_mass,36-45,employed,39901.58,2094.14,1,13839.8,24,0.256,9.5,0,True,1,False,24.7,approved,clean credit history,completed,False
APP-009927,CUST-009927,2025-05-12,mobile_app,retail_affluent,36-45,unemployed,39218.58,1525.73,0,19957.95,48,0.186,20.0,1,True,0,False,23.2,approved,clean credit history,completed,False
APP-007211,CUST-007211,2025-01-01,branch,small_business,65+,employed,101844.63,5504.13,3,142616.48,60,0.32,11.6,0,True,1,False,25.9,approved,acceptable debt-to-income ratio,completed,False
APP-004677,CUST-004677,2025-11-05,branch,retail_mass,26-35,self_employed,33881.92,2382.48,0,36581.84,48,0.374,10.5,0,True,1,False,26.8,approved,clean credit history,completed,False
APP-006533,CUST-006533,2025-04-12,broker,retail_mass,26-35,employed,45883.05,2913.22,0,17279.22,24,0.359,2.0,0,True,0,False,19.6,rejected,income insufficient relative to requested amount,completed,False
APP-012012,CUST-012012,2025-12-02,branch,retail_affluent,46-55,employed,95829.89,5927.88,1,48741.14,36,0.328,4.8,0,True,0,False,18.3,approved,stable income relative to requested amount,completed,False
APP-005209,CUST-005209,2025-01-16,branch,retail_mass,18-25,unemployed,12612.45,613.84,0,11541.29,48,0.184,2.0,0,True,0,False,23.6,approved,clean credit history,completed,False
APP-002646,CUST-002646,2025-11-05,online,retail_mass,56-65,employed,23815.2,1612.25,2,10740.61,12,0.477,12.4,0,False,1,False,51.1,rejected,debt-to-income ratio above acceptable threshold,completed,False
APP-010073,CUST-010073,2026-05-03,online,retail_mass,26-35,employed,28371.51,1252.13,0,9199.14,12,0.203,9.9,0,True,0,False,16.7,approved,stable income relative to requested amount,completed,False
APP-017613,CUST-017613,2025-01-11,online,retail_mass,36-45,employed,26670.99,1694.9,0,26700.92,48,0.356,18.2,0,True,0,False,19.6,approved,acceptable debt-to-income ratio,completed,False
APP-010622,CUST-010622,2026-06-27,branch,retail_mass,46-55,employed,43725.47,2347.55,1,45887.97,24,0.235,12.4,0,True,0,False,9.6,approved,stable income relative to requested amount,completed,False
APP-017213,CUST-017213,2025-04-30,branch,retail_affluent,65+,retired,29557.24,974.03,0,56354.03,60,0.154,11.6,0,True,0,False,17.0,approved,clean credit history,completed,False
APP-016298,CUST-016298,2026-05-04,online,retail_mass,26-35,employed,30481.94,1662.3,0,31659.62,48,0.28,7.7,0,False,6,True,163.3,approved,acceptable debt-to-income ratio,completed,False
APP-001478,CUST-001478,2025-05-05,branch,self_employed,26-35,employed,30225.83,1901.66,3,12353.26,48,0.447,8.0,0,True,1,False,23.7,approved,clean credit history,completed,False
APP-012542,CUST-012542,2025-02-05,branch,retail_mass,46-55,self_employed,29293.83,1700.24,0,21585.84,84,0.226,9.1,0,True,0,False,21.7,approved,acceptable debt-to-income ratio,completed,False
APP-000692,CUST-000692,2026-05-23,online,retail_mass,56-65,employed,61456.7,1986.97,1,34838.85,60,0.171,3.7,0,True,3,False,32.5,approved,clean credit history,completed,False
APP-015289,CUST-015289,2026-01-13,broker,retail_mass,56-65,employed,41131.56,2653.33,0,32752.23,24,0.362,27.6,0,True,0,False,27.3,approved,stable income relative to requested amount,completed,False
APP-014115,CUST-014115,2025-03-16,branch,retail_mass,56-65,unemployed,13345.92,858.73,0,11721.3,12,0.251,22.7,1,True,0,False,17.8,rejected,previous credit default on record,completed,False
APP-006365,CUST-006365,2025-09-24,online,retail_mass,18-25,employed,61455.3,2006.9,2,44881.36,48,0.2,2.0,0,True,0,False,11.0,approved,acceptable debt-to-income ratio,completed,False
APP-017707,CUST-017707,2025-11-21,mobile_app,retail_mass,46-55,employed,42814.57,1285.09,1,21505.59,48,0.186,9.2,0,True,0,False,10.6,approved,stable income relative to requested amount,completed,False
APP-002155,CUST-002155,2025-09-23,online,retail_affluent,26-35,employed,76647.78,3515.91,1,144877.74,84,0.232,10.2,0,False,1,False,62.2,approved,stable income relative to requested amount,completed,False
APP-017197,CUST-017197,2025-08-20,mobile_app,self_employed,56-65,self_employed,86455.09,4515.74,3,95238.28,48,0.365,40.6,0,True,1,False,23.0,approved,stable income relative to requested amount,completed,False
APP-007370,CUST-007370,2026-02-19,mobile_app,retail_mass,46-55,employed,76417.19,4132.69,1,59539.41,36,0.331,23.0,0,True,0,False,22.6,approved,stable income relative to requested amount,completed,False
APP-001301,CUST-001301,2025-08-06,phone,retail_mass,46-55,employed,53145.98,3473.66,0,45435.51,84,0.35,12.6,0,True,0,False,17.7,approved,acceptable debt-to-income ratio,completed,False
APP-007837,CUST-007837,2025-12-26,mobile_app,retail_mass,46-55,employed,20796.8,1044.47,1,17330.34,48,0.283,4.4,0,True,0,False,31.1,approved,acceptable debt-to-income ratio,completed,False
APP-003715,CUST-003715,2025-06-04,online,self_employed,36-45,self_employed,50354.42,3040.28,1,21848.84,24,0.39,4.4,0,False,4,True,85.2,rejected,incomplete documentation,completed,False
APP-008111,CUST-008111,2026-04-08,broker,retail_affluent,36-45,employed,50835.25,2965.76,0,96477.0,60,0.275,14.7,0,True,2,True,72.0,approved,acceptable debt-to-income ratio,completed,False
APP-019762,CUST-019762,2026-01-13,mobile_app,retail_mass,26-35,self_employed,38743.49,1133.33,1,20768.77,84,0.255,0.3,0,True,0,False,15.6,approved,acceptable debt-to-income ratio,completed,False
APP-005037,CUST-005037,2025-10-26,online,self_employed,56-65,self_employed,28181.5,1357.66,0,22079.61,60,0.2,15.7,1,True,1,False,25.6,rejected,previous credit default on record,completed,False
APP-004399,CUST-004399,2025-12-27,branch,retail_affluent,36-45,employed,76226.03,2246.41,0,104440.88,84,0.178,12.3,0,True,0,False,26.2,approved,clean credit history,completed,False
APP-003622,CUST-003622,2025-06-28,branch,retail_affluent,36-45,employed,64776.62,3971.98,1,61602.71,60,0.36,1.1,0,True,0,False,16.7,approved,stable income relative to requested amount,completed,False
APP-013840,CUST-013840,2025-11-26,branch,small_business,36-45,employed,60958.57,3321.23,1,78167.89,48,0.304,11.8,0,True,0,False,14.7,approved,acceptable debt-to-income ratio,completed,False
APP-004516,CUST-004516,2025-07-10,branch,small_business,36-45,self_employed,77447.9,3852.64,0,105164.34,60,0.273,0.6,0,True,0,False,21.4,approved,stable income relative to requested amount,completed,False
APP-014595,CUST-014595,2025-02-11,branch,retail_mass,36-45,employed,28968.47,1036.56,0,21149.44,36,0.164,19.1,0,True,0,False,9.8,approved,acceptable debt-to-income ratio,completed,False
APP-011294,CUST-011294,2026-03-25,branch,retail_mass,18-25,employed,35204.07,2452.69,0,23953.61,36,0.38,0.9,0,True,1,False,21.1,approved,clean credit history,completed,False
APP-007354,CUST-007354,2026-05-20,branch,retail_affluent,26-35,employed,71453.72,4619.16,1,138294.83,48,0.36,2.1,0,True,1,False,22.8,approved,acceptable debt-to-income ratio,completed,False
APP-008750,CUST-008750,2025-04-24,online,retail_mass,36-45,employed,52537.86,3114.08,0,24791.12,60,0.246,7.5,0,True,0,False,27.7,approved,clean credit history,completed,False
APP-015256,CUST-015256,2026-06-05,online,retail_mass,46-55,employed,68396.96,3428.08,1,65966.9,120,0.215,28.2,0,True,0,False,14.9,approved,stable income relative to requested amount,completed,False
APP-010767,CUST-010767,2025-04-12,online,retail_mass,46-55,employed,17016.46,1134.63,0,20384.48,48,0.329,15.9,0,False,2,True,103.9,,customer withdrew before a decision was reached,withdrawn,False
APP-001436,CUST-001436,2025-08-20,online,retail_mass,56-65,unemployed,13300.48,553.29,1,8631.07,12,0.365,17.8,0,True,1,False,25.8,approved,clean credit history,completed,False
APP-000507,CUST-000507,2025-05-14,online,retail_mass,46-55,employed,59940.32,3057.18,3,19192.43,84,0.32,11.5,0,True,0,False,18.3,approved,clean credit history,completed,False
APP-005275,CUST-005275,2025-04-23,broker,retail_mass,46-55,retired,34740.13,1230.6,0,24000.19,48,0.184,13.3,1,True,0,False,25.2,approved,acceptable debt-to-income ratio,completed,False
APP-012664,CUST-012664,2025-05-25,online,self_employed,46-55,self_employed,31680.03,1427.45,0,19603.32,36,0.193,4.5,0,True,0,False,25.8,approved,stable income relative to requested amount,completed,False
APP-010061,CUST-010061,2025-01-03,online,small_business,26-35,self_employed,30628.08,1706.75,0,90156.16,48,0.266,8.0,0,True,1,False,22.0,approved,stable income relative to requested amount,completed,False
APP-005663,CUST-005663,2025-09-02,branch,retail_affluent,26-35,employed,86604.49,2991.93,0,117270.73,120,0.152,10.5,0,True,0,False,11.4,approved,acceptable debt-to-income ratio,completed,False
APP-005402,CUST-005402,2026-01-02,online,self_employed,36-45,self_employed,53743.62,1778.84,1,62048.19,60,0.173,1.7,0,True,1,False,19.5,approved,clean credit history,completed,False
APP-005930,CUST-005930,2026-05-21,branch,retail_affluent,26-35,employed,71946.3,2781.84,1,84155.04,84,0.253,10.0,0,True,1,False,25.7,approved,stable income relative to requested amount,completed,False
APP-019162,CUST-019162,2025-04-30,branch,self_employed,46-55,unemployed,12754.02,860.44,1,5749.07,12,0.429,28.1,0,True,0,False,19.4,approved,acceptable debt-to-income ratio,completed,False
APP-008947,CUST-008947,2025-01-21,online,retail_mass,65+,retired,29948.43,1931.45,0,25338.29,36,0.309,23.3,0,True,0,False,22.4,approved,clean credit history,completed,False
APP-019870,CUST-019870,2025-03-01,branch,retail_mass,56-65,employed,20018.42,963.54,1,15891.08,48,0.321,0.5,0,True,1,False,18.3,approved,acceptable debt-to-income ratio,completed,False
APP-002339,CUST-002339,2025-02-18,branch,retail_mass,36-45,employed,33100.69,1843.9,0,36244.75,36,0.227,11.0,0,True,0,False,20.9,approved,acceptable debt-to-income ratio,completed,False
APP-012242,CUST-012242,2025-09-29,online,retail_affluent,18-25,employed,86810.26,5310.31,2,155505.49,60,0.304,0.9,0,True,1,True,95.6,approved,clean credit history,completed,False
APP-016277,CUST-016277,2026-02-24,mobile_app,retail_mass,26-35,employed,33713.09,1657.18,0,12968.2,84,0.297,2.1,0,True,0,False,11.6,approved,stable income relative to requested amount,completed,False
APP-012028,CUST-012028,2025-10-21,branch,retail_mass,26-35,self_employed,23746.43,792.05,0,20132.53,36,0.204,3.6,0,True,1,False,20.7,approved,stable income relative to requested amount,completed,False
APP-004386,CUST-004386,2025-05-21,mobile_app,retail_mass,36-45,self_employed,27080.58,952.65,0,18293.05,24,0.17,13.7,0,False,2,True,89.2,,customer withdrew before a decision was reached,withdrawn,False
APP-016217,CUST-016217,2025-11-23,broker,retail_affluent,26-35,employed,60165.79,2124.2,1,55726.93,60,0.228,6.2,0,True,0,False,20.1,approved,stable income relative to requested amount,completed,False
APP-012744,CUST-012744,2025-06-18,broker,small_business,56-65,employed,59137.54,4122.53,0,62781.02,60,0.34,31.3,0,True,0,False,22.2,approved,clean credit history,completed,False
APP-017763,CUST-017763,2026-05-26,broker,small_business,46-55,employed,36026.51,2498.72,0,45795.05,48,0.356,9.7,0,True,0,False,17.8,approved,acceptable debt-to-income ratio,completed,False
APP-010310,CUST-010310,2025-07-11,online,retail_mass,65+,employed,46466.13,2546.33,0,42427.88,36,0.211,25.3,0,True,0,False,22.1,approved,stable income relative to requested amount,completed,False
APP-007680,CUST-007680,2025-07-13,broker,retail_mass,46-55,employed,58938.98,2813.75,1,47506.51,84,0.209,23.8,0,True,0,False,17.9,approved,clean credit history,completed,False
APP-017670,CUST-017670,2025-07-08,mobile_app,retail_mass,65+,retired,14872.36,1012.26,0,17482.81,60,0.342,4.7,0,True,0,False,16.6,approved,acceptable debt-to-income ratio,completed,False
APP-017501,CUST-017501,2026-01-29,online,retail_affluent,36-45,employed,59994.45,2304.92,1,47917.3,24,0.23,18.5,0,False,3,False,53.9,approved,acceptable debt-to-income ratio,completed,False
APP-008693,CUST-008693,2026-02-22,mobile_app,retail_mass,65+,retired,10245.41,569.8,0,11023.21,48,0.269,39.7,0,True,0,False,23.8,approved,acceptable debt-to-income ratio,completed,False
APP-014761,CUST-014761,2025-07-12,broker,retail_mass,46-55,employed,47637.4,1734.3,2,14488.37,12,0.304,2.3,0,True,0,False,19.1,approved,stable income relative to requested amount,completed,True
APP-000643,CUST-000643,2025-09-19,phone,self_employed,65+,retired,13377.17,638.26,1,16354.36,12,0.282,24.7,0,True,0,False,25.1,approved,acceptable debt-to-income ratio,completed,False
APP-019927,CUST-019927,2026-06-17,branch,retail_mass,36-45,employed,52470.17,2841.19,0,29240.44,36,0.305,3.3,0,True,0,False,13.0,approved,clean credit history,completed,False
APP-001539,CUST-001539,2025-12-04,broker,retail_mass,56-65,employed,94725.37,3317.08,2,41383.61,60,0.228,23.6,0,True,1,False,29.5,approved,clean credit history,completed,False
APP-009121,CUST-009121,2026-06-24,online,self_employed,36-45,employed,37316.85,2148.62,1,31875.95,24,0.324,17.9,0,True,1,False,22.3,approved,clean credit history,completed,False
APP-001211,CUST-001211,2026-03-02,branch,retail_affluent,26-35,employed,78983.21,3992.98,1,131195.58,36,0.238,7.6,0,True,0,True,115.5,approved,clean credit history,completed,False
APP-017272,CUST-017272,2025-12-20,mobile_app,retail_affluent,46-55,employed,97973.6,4465.67,2,65933.05,84,0.244,16.0,0,True,0,False,3.9,approved,acceptable debt-to-income ratio,completed,False
APP-002560,CUST-002560,2025-11-10,online,retail_mass,36-45,employed,32746.1,2221.78,1,30128.21,48,0.318,1.5,0,True,0,False,13.1,approved,clean credit history,completed,False
APP-008864,CUST-008864,2026-03-12,branch,retail_mass,65+,retired,46701.18,3286.93,1,14821.57,36,0.388,31.1,0,True,0,False,24.6,approved,acceptable debt-to-income ratio,completed,False
APP-013107,CUST-013107,2025-02-10,online,retail_mass,56-65,employed,20271.5,1226.91,0,12723.57,48,0.327,36.0,0,True,0,False,22.9,approved,stable income relative to requested amount,completed,False
APP-006106,CUST-006106,2025-01-12,online,retail_mass,18-25,employed,47637.4,1387.98,0,35512.47,36,0.199,1.4,0,True,1,False,22.9,approved,stable income relative to requested amount,completed,True
APP-013029,CUST-013029,2025-03-21,online,retail_mass,36-45,employed,61104.43,4261.0,1,69282.4,84,0.401,8.3,0,True,1,False,26.2,approved,clean credit history,completed,False
APP-011569,CUST-011569,2025-05-12,broker,retail_affluent,46-55,employed,65493.05,2832.35,1,59607.95,84,0.229,13.8,0,True,0,False,20.3,approved,clean credit history,completed,False
APP-012668,CUST-012668,2026-04-06,mobile_app,small_business,56-65,self_employed,60861.31,2968.58,0,181244.98,120,0.223,5.2,0,True,0,True,89.3,approved,clean credit history,completed,False
APP-005615,CUST-005615,2026-02-02,branch,retail_mass,46-55,employed,53443.65,3618.36,2,31471.99,48,0.355,27.5,0,True,0,False,18.0,approved,clean credit history,completed,False
APP-000390,CUST-000390,2026-02-11,branch,retail_mass,26-35,self_employed,21073.5,1149.58,0,16065.52,60,0.261,0.5,0,True,0,False,16.1,approved,acceptable debt-to-income ratio,completed,False
APP-001464,CUST-001464,2026-04-10,broker,retail_affluent,26-35,employed,85700.87,6015.36,1,75637.9,120,0.418,5.6,0,True,0,True,78.8,approved,clean credit history,completed,False
APP-012937,CUST-012937,2026-06-04,online,retail_mass,26-35,employed,16166.31,650.88,0,16523.98,36,0.17,9.5,0,False,3,True,95.9,approved,stable income relative to requested amount,completed,False
APP-012617,CUST-012617,2025-07-09,mobile_app,retail_mass,56-65,employed,48505.96,1572.23,0,19982.06,60,0.125,41.3,0,True,0,False,31.4,approved,clean credit history,completed,False
APP-001192,CUST-001192,2025-04-02,branch,retail_mass,65+,retired,19282.18,915.23,0,20088.97,84,0.264,17.9,0,True,1,False,36.7,approved,acceptable debt-to-income ratio,completed,False
APP-011985,CUST-011985,2026-06-09,online,retail_mass,26-35,employed,27530.17,1380.54,0,9975.68,12,0.264,7.7,0,True,0,False,17.8,approved,clean credit history,completed,False
APP-010064,CUST-010064,2025-02-05,mobile_app,self_employed,46-55,self_employed,27913.64,1278.94,2,42213.05,12,0.365,15.2,0,False,1,False,43.9,approved,stable income relative to requested amount,completed,False
APP-003590,CUST-003590,2025-03-01,online,retail_mass,56-65,employed,67986.26,4003.03,2,59588.41,84,0.325,17.3,0,True,2,False,26.7,approved,acceptable debt-to-income ratio,completed,False
APP-016000,CUST-016000,2026-06-28,online,retail_affluent,46-55,unemployed,14642.39,732.03,0,23129.16,60,0.235,8.4,0,True,0,False,23.9,approved,acceptable debt-to-income ratio,completed,False
APP-006360,CUST-006360,2025-12-06,online,retail_affluent,56-65,employed,67391.61,3157.52,0,104881.59,60,0.237,11.6,0,True,0,False,14.7,rejected,income insufficient relative to requested amount,completed,False
APP-011350,CUST-011350,2025-12-06,online,retail_mass,26-35,employed,31799.91,1613.97,0,24595.13,24,0.263,9.3,0,False,2,False,37.9,approved,stable income relative to requested amount,completed,False
APP-012709,CUST-012709,2025-05-28,online,retail_mass,65+,retired,24104.33,1233.17,2,13314.75,36,0.403,12.8,0,False,2,True,93.8,,customer withdrew before a decision was reached,withdrawn,False
APP-008697,CUST-008697,2025-10-10,branch,retail_mass,26-35,employed,62534.02,2666.62,1,34619.84,48,0.207,4.5,0,True,0,False,13.2,approved,stable income relative to requested amount,completed,False
APP-008435,CUST-008435,2025-02-06,branch,retail_affluent,46-55,retired,49572.8,2236.24,1,95506.14,24,0.261,23.4,0,True,1,False,32.1,approved,stable income relative to requested amount,completed,False
APP-006719,CUST-006719,2025-12-29,mobile_app,retail_mass,36-45,employed,34603.28,1369.24,0,36842.05,48,0.187,11.0,0,True,0,False,16.4,approved,clean credit history,completed,False
APP-013870,CUST-013870,2025-01-24,mobile_app,retail_mass,56-65,employed,43323.83,2642.71,1,42693.24,12,0.356,27.0,0,True,0,False,12.9,rejected,income insufficient relative to requested amount,completed,False
APP-000506,CUST-000506,2025-10-16,mobile_app,retail_mass,56-65,employed,46623.45,1902.49,0,44719.96,48,0.164,8.3,0,True,0,False,20.9,approved,stable income relative to requested amount,completed,False
APP-010857,CUST-010857,2026-05-21,online,retail_mass,36-45,employed,39434.74,1537.69,0,25187.99,36,0.184,7.7,0,True,0,False,25.3,approved,stable income relative to requested amount,completed,False
APP-000946,CUST-000946,2026-06-15,phone,retail_affluent,26-35,employed,60401.07,3504.79,1,30996.81,24,0.318,2.1,0,True,0,False,23.0,approved,stable income relative to requested amount,completed,False
APP-014327,CUST-014327,2026-03-11,broker,small_business,46-55,unemployed,28371.21,1110.05,0,57206.08,36,0.221,5.4,0,True,0,False,24.0,rejected,income insufficient relative to requested amount,completed,False
APP-012909,CUST-012909,2025-12-30,mobile_app,retail_mass,26-35,employed,30685.66,1651.97,1,12061.43,60,0.295,0.1,0,True,0,False,17.4,approved,acceptable debt-to-income ratio,completed,False
APP-018678,CUST-018678,2025-12-18,mobile_app,retail_mass,65+,retired,21428.16,1191.59,1,16074.11,60,0.317,26.1,0,True,0,False,16.1,approved,clean credit history,completed,False
APP-015245,CUST-015245,2025-02-26,broker,self_employed,36-45,self_employed,15935.46,520.52,2,16282.5,48,0.362,0.1,0,True,1,False,24.2,approved,stable income relative to requested amount,completed,False
APP-015340,CUST-015340,2025-10-16,branch,self_employed,56-65,self_employed,31606.21,1079.44,0,48726.23,24,0.176,0.7,0,True,2,False,19.8,approved,clean credit history,completed,False
APP-015866,CUST-015866,2026-03-10,mobile_app,retail_mass,36-45,self_employed,32498.84,1916.93,0,14003.37,24,0.236,5.5,0,True,1,False,19.5,rejected,income insufficient relative to requested amount,completed,False
APP-001773,CUST-001773,2025-08-02,branch,retail_mass,56-65,employed,30252.31,1002.0,0,15054.55,36,0.171,25.6,0,True,1,False,18.6,approved,stable income relative to requested amount,completed,False
APP-013007,CUST-013007,2026-04-23,mobile_app,self_employed,36-45,self_employed,20638.83,833.99,1,13953.7,84,0.289,0.4,0,True,0,False,17.3,approved,acceptable debt-to-income ratio,completed,False
APP-011202,CUST-011202,2025-08-11,branch,retail_mass,46-55,employed,35834.1,2107.21,0,29903.23,36,0.285,21.4,0,True,1,False,24.0,approved,stable income relative to requested amount,completed,False
APP-000272,CUST-000272,2025-03-22,branch,retail_mass,65+,retired,12817.06,454.09,1,7551.63,36,0.323,10.0,0,True,1,False,24.3,approved,stable income relative to requested amount,completed,False
APP-018177,CUST-018177,2025-10-14,branch,retail_mass,56-65,employed,47637.4,2733.41,0,43174.67,60,0.267,6.7,0,True,2,True,98.1,approved,stable income relative to requested amount,completed,True
APP-008989,CUST-008989,2025-05-27,online,retail_mass,26-35,employed,46487.41,3160.81,0,44822.89,48,0.313,2.1,1,True,0,False,18.2,approved,clean credit history,completed,False
APP-003618,CUST-003618,2025-08-25,online,retail_affluent,26-35,employed,48346.89,1449.99,1,65993.34,60,0.19,7.5,0,True,0,True,89.5,approved,stable income relative to requested amount,completed,False
APP-002381,CUST-002381,2025-09-01,mobile_app,retail_mass,56-65,employed,48782.56,3066.91,1,21839.4,84,0.3,38.2,0,True,0,True,88.4,,customer withdrew before a decision was reached,withdrawn,False
APP-011021,CUST-011021,2025-02-23,phone,retail_affluent,36-45,employed,117955.27,4751.86,1,181763.22,84,0.241,15.1,0,True,0,False,18.7,approved,stable income relative to requested amount,completed,False
APP-007008,CUST-007008,2026-06-12,branch,retail_affluent,26-35,employed,80148.95,4054.4,0,132694.08,84,0.258,5.4,0,True,1,True,84.3,approved,stable income relative to requested amount,completed,False
APP-015811,CUST-015811,2025-04-11,online,retail_mass,56-65,employed,25424.94,1065.12,0,25332.94,36,0.188,16.0,0,False,3,False,51.1,approved,clean credit history,completed,False
APP-009269,CUST-009269,2025-12-19,online,retail_mass,18-25,employed,34255.71,1663.61,0,18215.87,84,0.264,2.0,0,True,0,False,19.2,approved,acceptable debt-to-income ratio,completed,False
APP-000920,CUST-000920,2026-04-21,mobile_app,retail_mass,46-55,employed,16112.29,684.01,0,9666.27,48,0.207,1.3,0,True,0,False,17.2,approved,acceptable debt-to-income ratio,completed,False
APP-004633,CUST-004633,2025-04-04,broker,self_employed,56-65,employed,26116.19,1804.66,1,10600.87,48,0.403,28.1,0,True,2,False,21.9,approved,acceptable debt-to-income ratio,completed,False
APP-008504,CUST-008504,2025-03-23,branch,retail_mass,46-55,employed,57882.94,2793.98,0,68052.26,120,0.202,10.9,0,True,1,False,17.0,approved,clean credit history,completed,False
APP-014702,CUST-014702,2025-12-06,online,retail_mass,46-55,employed,27475.36,1832.74,0,20114.66,12,0.333,0.5,0,False,4,False,69.5,approved,clean credit history,completed,False
APP-000746,CUST-000746,2025-10-17,mobile_app,retail_mass,36-45,employed,33224.56,1380.1,2,21772.55,48,0.3,11.2,0,True,1,False,16.6,approved,stable income relative to requested amount,completed,False
APP-007707,CUST-007707,2025-07-31,online,retail_mass,36-45,employed,42664.31,1546.43,0,24872.39,24,0.189,21.3,0,True,0,False,12.4,approved,acceptable debt-to-income ratio,completed,False
APP-003569,CUST-003569,2025-05-13,broker,retail_affluent,46-55,employed,37616.66,2307.77,0,57134.09,120,0.283,18.3,0,True,0,False,15.7,approved,stable income relative to requested amount,completed,False
APP-008982,CUST-008982,2026-04-18,online,retail_affluent,56-65,employed,103971.84,5263.83,2,203236.1,48,0.288,18.7,0,False,4,True,122.7,,customer withdrew before a decision was reached,withdrawn,False
APP-010668,CUST-010668,2025-08-08,online,retail_mass,65+,retired,22293.17,1044.29,1,7356.03,24,0.328,37.7,0,True,0,False,26.2,approved,acceptable debt-to-income ratio,completed,False
APP-016120,CUST-016120,2025-02-21,broker,retail_mass,36-45,retired,15946.93,537.57,0,9746.41,24,0.17,13.4,0,True,0,False,20.5,approved,clean credit history,completed,False
APP-014312,CUST-014312,2025-07-24,mobile_app,retail_mass,26-35,employed,44776.19,2963.45,0,17018.61,48,0.318,1.5,0,True,0,False,22.0,approved,stable income relative to requested amount,completed,False
APP-015532,CUST-015532,2026-04-01,online,small_business,65+,retired,22363.98,728.76,0,38494.12,48,0.174,40.0,0,True,0,False,20.9,approved,stable income relative to requested amount,completed,False
APP-011611,CUST-011611,2026-01-31,online,retail_mass,56-65,employed,54529.61,2204.51,0,47249.15,24,0.195,20.9,0,True,0,False,27.7,approved,acceptable debt-to-income ratio,completed,False
APP-010762,CUST-010762,2026-03-16,online,retail_mass,56-65,employed,27469.62,1417.78,0,26687.46,60,0.213,27.0,0,False,3,False,37.1,approved,stable income relative to requested amount,completed,False
APP-013945,CUST-013945,2025-05-15,online,retail_affluent,36-45,self_employed,64965.36,2202.02,1,36967.71,60,0.197,16.0,0,True,2,True,90.1,approved,stable income relative to requested amount,completed,False
APP-008557,CUST-008557,2025-06-06,online,self_employed,65+,employed,26816.89,1092.57,1,21957.61,84,0.245,45.7,0,False,2,False,47.9,rejected,incomplete documentation,completed,False
APP-014342,CUST-014342,2025-05-21,broker,retail_mass,46-55,employed,34351.25,1606.21,0,38424.35,36,0.22,7.0,0,True,1,False,31.8,rejected,income insufficient relative to requested amount,completed,False
APP-006448,CUST-006448,2025-04-11,online,retail_mass,26-35,employed,17903.22,844.87,1,9026.07,12,0.335,7.1,0,True,0,False,16.3,approved,stable income relative to requested amount,completed,False
APP-005599,CUST-005599,2026-02-24,branch,self_employed,26-35,self_employed,23786.98,1075.27,0,26570.98,60,0.219,5.8,0,True,1,False,31.1,approved,acceptable debt-to-income ratio,completed,False
APP-017128,CUST-017128,2025-10-27,broker,retail_affluent,36-45,employed,37596.24,1744.72,0,51066.24,84,0.238,13.1,0,True,0,True,75.3,approved,stable income relative to requested amount,completed,False
APP-012547,CUST-012547,2025-01-13,online,small_business,36-45,unknown,49203.57,2047.46,5,102360.74,36,0.356,20.9,1,True,0,False,16.8,approved,clean credit history,completed,False
APP-010355,CUST-010355,2025-01-01,online,retail_mass,36-45,employed,32937.51,2159.99,2,31709.81,48,0.455,16.6,0,True,0,False,17.4,approved,acceptable debt-to-income ratio,completed,False
